bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_bi_klu_cnt,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_break_bi_bi_klu_cnt,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_bi_klu_cnt,bsp3_zs_height,bsp_bi_amp,bsp_type,chain_id,chain_type,direction,is_buy,is_mature,is_segbsp,kdj_d,kdj_j,kdj_k,klu_close,klu_idx,macd_dea,macd_diff,macd_value,mature_rate,next_bi_return,parent_idx,point_index,ppo,rsi,timestamp,volume
0.5735015869140625,0.004002942484900168,13,2.249908447265625,0.015954523602469753,32,0.25489996609020005,0.5735015869140625,0.004002942484900168,13,0.005380492083794248,0.5735015869140625,"2,3b",,3b,buy,True,0,False,47.90865150153367,22.03362527104977,39.283642758039036,142.75,823,0.13176231885745307,0.0792636997219347,-0.10499723827103674,,,,0,0.0005547876070074386,46.3104354862555,2025/07/28 17:05,12173.0
0.6500091552734375,0.004536952159485493,15,2.249908447265625,0.015954523602469753,32,0.2889047134621906,0.6500091552734375,0.004536952159485493,15,0.005380492083794248,0.6500091552734375,"2,3b",,3b,buy,True,0,False,38.041196666149254,0.7003399889083113,25.59424444040227,142.63470458984375,825,0.10181427546423635,0.03582867539302015,-0.1319712001424324,,,,1,0.00025080912753332386,43.37496200634174,2025/07/28 17:15,20243.0
0.7100067138671875,0.004955724804174264,16,2.249908447265625,0.015954523602469753,32,0.3155713801288572,0.7100067138671875,0.004955724804174264,16,0.005380492083794248,0.7100067138671875,"2,3b",,3b,buy,True,0,False,32.00649393639299,-4.201722442144586,19.937088476880465,142.61000061035156,826,0.08364805662442405,0.010983181265174835,-0.14532975071849843,,,,2,7.68945072146761e-05,42.710568873433125,2025/07/28 17:20,16679.0
0.790008544921875,0.0055141238316674555,20,2.249908447265625,0.015954523602469753,32,0.3511291963377416,0.790008544921875,0.0055141238316674555,20,0.005380492083794248,0.790008544921875,"2,3b",,3b,buy,True,0,False,21.247466253291318,-0.9451658701685801,13.849922212138019,142.47999572753906,830,0.018355746456964268,-0.04864606028621665,-0.13400361348636183,,,,3,-0.00034071954553537335,40.45263968401516,2025/07/28 17:40,11315.0
0.8899993896484375,0.006212042738240577,21,2.249908447265625,0.015954523602469753,32,0.39557138012885723,0.8899993896484375,0.006212042738240577,21,0.005380492083794248,0.8899993896484375,"2,3b",,3b,buy,True,0,False,17.242737993780437,-6.785631563284838,9.233281474758678,142.3800048828125,831,0.0001583633291509262,-0.07263116918210244,-0.14557906502250673,,,,4,-0.0005088166385685774,37.96954858254401,2025/07/28 17:45,14242.0
0.9650115966796875,0.00673561504782603,22,2.249908447265625,0.015954523602469753,32,0.428911495422177,0.9650115966796875,0.00673561504782603,22,0.005380492083794248,0.9650115966796875,"2,3b",,3b,buy,True,0,False,15.520011875355895,5.183655164808648,12.074559638506813,142.39999389648438,832,-0.017673439404914636,-0.08900065034117688,-0.14265442187252447,,,,5,-0.0006236045427516329,38.778579282927964,2025/07/28 17:50,12821.0
1.154998779296875,0.00806169292143231,24,2.249908447265625,0.015954523602469753,32,0.5133536792132927,1.154998779296875,0.00806169292143231,24,0.005380492083794248,1.154998779296875,"2,3b",,3b,buy,True,0,False,13.717497450529018,5.381287349584323,10.938760750214119,142.14500427246094,834,-0.053166749192130366,-0.12894894780023947,-0.1515643972162182,,,,6,-0.0009039182527080798,32.601454768173014,2025/07/28 18:00,32727.0
1.19000244140625,0.009093706524957145,8,3.94000244140625,0.031043196487929723,11,0.30203088934673833,1.19000244140625,0.009093706524957145,8,0.0033707008403577447,1.19000244140625,"2,3b",,3b,buy,True,0,False,57.4248765452862,-1.7869459281780706,37.68760238746478,129.6999969482422,1183,0.624698876175906,0.6269339572156696,0.004470162079527107,,,,7,0.0048526711759797935,57.92291670285034,2025/08/04 14:35,53674.0
1.32000732421875,0.010087171924667805,9,3.94000244140625,0.031043196487929723,11,0.3350270320511827,1.32000732421875,0.010087171924667805,9,0.0033707008403577447,1.32000732421875,"2,3b",,3b,buy,True,0,False,46.65827378296075,-17.94134279099194,25.125068258309852,129.5399932861328,1184,0.6113824534678546,0.5581167626356489,-0.10653138166441134,,,,8,0.004319146013799265,55.317911573582954,2025/08/04 14:40,28494.0
1.3849945068359375,0.01058378802060298,10,3.94000244140625,0.031043196487929723,11,0.35152123061670254,1.3849945068359375,0.01058378802060298,10,0.0033707008403577447,1.3849945068359375,"2,3b",,3b,buy,True,0,False,38.210257853981005,-12.477837719897451,21.31422599602152,129.63999938964844,1185,0.5902694721893911,0.5058175470755373,-0.1689038502277076,,,,9,0.003913469672378994,56.63077951476512,2025/08/04 14:45,39965.0
1.6399993896484375,0.01253247273421384,11,3.94000244140625,0.031043196487929723,11,0.4162432419872043,1.6399993896484375,0.01253247273421384,11,0.0033707008403577447,1.6399993896484375,"2,3b",,3b,buy,True,0,False,30.396780774040842,-16.48408170560012,14.769826614160522,129.24000549316406,1186,0.5576495238794964,0.4271697306399176,-0.2609595864791576,,,,10,0.00330499754445444,50.26873013520847,2025/08/04 14:50,40438.0
1.720001220703125,0.013143827087580388,12,3.94000244140625,0.031043196487929723,11,0.4365482626678853,1.720001220703125,0.013143827087580388,12,0.0033707008403577447,1.720001220703125,"2,3b",,3b,buy,True,0,False,24.864174290233894,-8.331464612607768,13.798961322620006,129.2899932861328,1187,0.5190537531294571,0.3646706701292999,-0.3087661660003145,,,,11,0.0028213792029318585,51.00944680875691,2025/08/04 14:55,47704.0
1.7599945068359375,0.013449445962303585,13,3.94000244140625,0.031043196487929723,11,0.4466988366148746,1.7599945068359375,0.013449445962303585,13,0.0033707008403577447,1.7599945068359375,"2,3b",,3b,buy,True,0,False,22.2393539802983,6.490432120684751,16.989713360427118,129.40499877929688,1188,0.4793875237018782,0.32072260599156266,-0.3173298354206311,,,,12,0.002481145739045078,52.75300353894011,2025/08/04 15:00,44551.0
1.899993896484375,0.014519286929715006,17,3.94000244140625,0.031043196487929723,11,0.4822316546093907,1.899993896484375,0.014519286929715006,17,0.0033707008403577447,1.899993896484375,"2,3b",,3b,buy,True,0,False,18.970549929810847,5.884901366194136,14.608667075271942,129.00999450683594,1192,0.32317971684605074,0.15509020564326192,-0.3361790224055776,,,,13,0.0011997976860757603,45.63395594104314,2025/08/04 15:20,68834.0
1.9600067138671875,0.01497789014768003,19,3.94000244140625,0.031043196487929723,11,0.49746332470992827,1.9600067138671875,0.01497789014768003,19,0.0033707008403577447,1.9600067138671875,"2,3b",,3b,buy,True,0,False,15.443857115977458,0.668542930321955,10.518752387425623,128.89999389648438,1194,0.23988336520401168,0.07133856606677114,-0.3370895982744811,,,,14,0.000552050177569945,43.96326615530597,2025/08/04 15:30,122218.0
1.9799957275390625,0.015130641283081553,20,3.94000244140625,0.031043196487929723,11,0.5025366752900717,1.9799957275390625,0.015130641283081553,20,0.0033707008403577447,1.9799957275390625,"2,3b",,3b,buy,True,0,False,14.938424999662606,11.905832301773504,13.927560767032904,129.0189971923828,1195,0.20069613207796513,0.04394719957377902,-0.31349786500837223,,,,15,0.0003401234828137332,46.439161883989826,2025/08/04 15:35,45002.0
1.9900054931640625,0.015207133454702468,22,3.94000244140625,0.031043196487929723,11,0.5050772233668458,1.9900054931640625,0.015207133454702468,22,0.0033707008403577447,1.9900054931640625,"2,3b",,3b,buy,True,0,False,13.688458256789236,6.55006250004719,11.308993004541888,128.89999389648438,1197,0.1302433245253871,-0.006749541078733046,-0.27398573120824027,,,,16,-5.225253387753542e-05,44.213008576946805,2025/08/04 15:45,51821.0
2.0149993896484375,0.015398130675914445,23,3.94000244140625,0.031043196487929723,11,0.5114208479853763,2.0149993896484375,0.015398130675914445,23,0.0033707008403577447,2.0149993896484375,"2,3b",,3b,buy,True,0,False,12.19042012329237,3.2021913223111653,9.194343856298635,128.8800048828125,1198,0.09840091009218595,-0.02896874764061863,-0.25473931546560913,,,,17,-0.0002243031885850929,43.826244689800994,2025/08/04 15:50,37094.0
